Naam;Aantal
Maan (V);29
Maartje (V);5300
Maasje (V);35
Maatje (V);498
Maayke (V);287
Mabel (V);325
Macey (V);42
Macha (V);44
Machelina (V);29
Machteld (V);375
Mackenzie (V);31
Macy (V);267
Maddy (V);176
Madelaine (V);38
Madelein (V);106
Madeleine (V);563
Madelief (V);1243
Madelijn (V);42
Madelinde (V);29
Madeline (V);121
Madelon (V);1677
Madelyn (V);28
Madelène (V);36
Madhavi (V);53
Madhvi (V);35
Madieke (V);75
Madiha (V);57
Madina (V);62
Madison (V);55
Mady (V);36
Madé (V);31
Madée (V);27
Mae (V);110
Maeve (V);76
Magali (V);94
Magda (V);99
Magdalena (V);713
Maggie (V);106
Maggy (V);49
Maha (V);74
Mahsa (V);47
Mai (V);105
Maia (V);37
Maida (V);33
Maide (V);33
Maika (V);63
Maike (V);867
Maira (V);75
Maisam (V);31
Maissa (V);77
Maite (V);170
Maj (V);38
Maja (V);275
Majda (V);170
Majdouline (V);45
Majella (V);56
Majida (V);28
Majorie (V);50
Makbule (V);49
Malaika (V);49
Malak (V);110
Malena (V);28
Malika (V);602
Malin (V);85
Malinda (V);36
Malissa (V);394
Mallory (V);79
Maloe (V);37
Malon (V);104
Malou (V);1337
Malu (V);175
Man (V);72
Mana (V);33
Manal (V);508
Manar (V);262
Mandy (V);8307
Manel (V);40
Manisha (V);341
Manita (V);64
Manja (V);177
Manna (V);68
Manoe (V);43
Manoek (V);66
Manolya (V);59
Manon (V);8980
Manou (V);447
Manouck (V);32
Manouk (V);1483
Manouschka (V);27
Manpreet (V);28
Manu (V);27
Manuela (V);1236
Manuella (V);41
Manuëla (V);30
Mara (V);1466
Marah (V);31
Maral (V);58
Maran (V);83
Marcela (V);45
Marcelina (V);27
Marceline (V);54
Marcella (V);1255
Marcelle (V);98
Marcha (V);292
Marchella (V);32
Marchien (V);110
Marchiena (V);28
Marchje (V);37
Marcia (V);375
Mare (V);664
Mareike (V);38
Mareille (V);59
Marel (V);41
Marelle (V);30
Maren (V);300
Marenne (V);33
Marente (V);49
Marenthe (V);57
Maret (V);41
Marga (V);158
Margaret (V);56
Margareta (V);112
Margareth (V);33
Margaretha (V);2418
Margarethe (V);37
Margarita (V);88
Margaritha (V);36
Margaux (V);86
Margien (V);32
Margit (V);134
Margje (V);523
Margo (V);547
Margot (V);1307
Margreet (V);372
Margret (V);41
Margreta (V);41
Margretha (V);137
Margriet (V);980
Margrieta (V);55
Margrietha (V);102
Marguerite (V);50
Mari (V);60
Maria (V);21425
Mariah (V);76
Mariam (V);979
Mariama (V);72
Marian (V);499
Mariana (V);120
Marianka (V);31
Marianna (V);114
Marianne (V);2293
Marie (V);1444
Marie-Anne (V);38
Marie-Christine (V);30
Marie-Claire (V);180
Marie-José (V);80
Marie-Louise (V);386
Marieke (V);7868
Mariella (V);30
Marielle (V);181
Mariem (V);309
Marieta (V);31
Marietje (V);46
Mariette (V);56
Marigje (V);93
Marij (V);104
Marija (V);84
Marijana (V);46
Marije (V);4003
Marijke (V);2889
Marijn (V);1178
Marijne (V);161
Marijntje (V);40
Marijtje (V);121
Marika (V);76
Marike (V);224
Mariken (V);68
Mariko (V);55
Marileen (V);36
Marilou (V);126
Marilva (V);28
Marilyn (V);206
Marilène (V);96
Marin (V);291
Marina (V);1656
Marinda (V);334
Marinde (V);136
Marine (V);29
Marinka (V);360
Marinke (V);110
Marinthe (V);54
Marion (V);850
Marisa (V);344
Marisca (V);138
Marischa (V);32
Marise (V);177
Marisha (V);100
Marisja (V);34
Mariska (V);5026
Marisol (V);38
Marissa (V);1979
Marit (V);5823
Marita (V);168
Marith (V);357
Maritha (V);30
Maritte (V);30
Maritza (V);44
Mariël (V);207
Mariëlla (V);219
Mariëlle (V);2701
Mariët (V);152
Mariëtta (V);30
Mariëtte (V);501
Marja (V);310
Marjam (V);93
Marjan (V);712
Marjanne (V);242
Marjella (V);29
Marjelle (V);51
Marjet (V);192
Marjo (V);79
Marjoke (V);39
Marjolein (V);6096
Marjoleine (V);201
Marjolijn (V);823
Marjolijne (V);28
Marjon (V);594
Marjorie (V);106
Marjory (V);29
Marla (V);57
Marle (V);105
Marleen (V);4456
Marlein (V);54
Marlena (V);118
Marlene (V);226
Marley (V);127
Marli (V);86
Marlie (V);247
Marlieke (V);391
Marlien (V);105
Marlies (V);1771
Marlijn (V);484
Marlijne (V);37
Marlin (V);150
Marlinda (V);91
Marlinde (V);188
Marline (V);73
Marlisa (V);27
Marlise (V);41
Marlissa (V);129
Marloe (V);57
Marloes (V);6421
Marlon (V);582
Marlot (V);335
Marlotte (V);197
Marlou (V);1292
Marlouk (V);29
Marlous (V);651
Marly (V);462
Marlyn (V);72
Marlène (V);127
Maroeska (V);27
Maron (V);66
Maroua (V);192
Maroucha (V);45
Marouscha (V);45
Marouschka (V);81
Marousha (V);33
Maroussia (V);80
Marre (V);158
Marretje (V);246
Marrie (V);77
Marrigje (V);423
Marrit (V);776
Marriët (V);35
Marry (V);93
Marscha (V);162
Marsha (V);497
Marta (V);131
Marte (V);357
Martha (V);958
Marthe (V);673
Martijntje (V);118
Martika (V);27
Martina (V);1370
Martine (V);2622
Martje (V);385
Maruschka (V);55
Marwa (V);347
Mary (V);331
Mary-Ann (V);58
Maryam (V);962
Maryama (V);50
Maryan (V);64
Marye (V);82
Maryem (V);135
Marylou (V);34
Maryse (V);195
Marèl (V);87
Marèll (V);84
María (V);37
Mascha (V);416
Masha (V);178
Masja (V);83
Matea (V);27
Mathea (V);32
Mathilda (V);173
Mathilde (V);818
Matilda (V);40
Matilde (V);36
Mattanja (V);122
Matthea (V);108
Mattie (V);31
Matty (V);53
Maud (V);6405
Maudi (V);77
Maudy (V);266
Maura (V);397
Maureen (V);1858
Mauri (V);36
Maurien (V);34
Maury (V);35
Mavis (V);31
Max (V);35
Maxim (V);65
Maxime (V);2752
Maxine (V);372
May (V);189
May-Britt (V);27
Maya (V);645
Maybritt (V);67
Mayella (V);30
Mayke (V);743
Mayla (V);39
Maylin (V);29
Mayon (V);27
Mayra (V);321
Maysa (V);33
Mayte (V);61
Maïssae (V);27
Mea (V);41
Meagan (V);104
Meaghan (V);32
Mechelina (V);71
Mechteld (V);84
Medina (V);93
Medine (V);140
Medy (V);27
Meeke (V);44
Meera (V);32
Mees (V);228
Meg (V);37
Megan (V);2145
Meggie (V);181
Meggy (V);124
Meghan (V);188
Mehtap (V);258
Mei (V);117
Meike (V);3221
Meinke (V);44
Meintje (V);77
Meis (V);72
Mel (V);44
Melani (V);41
Melania (V);46
Melanie (V);7029
Melany (V);394
Melati (V);35
Melda (V);259
Melek (V);350
Meliha (V);97
Melika (V);59
Melike (V);461
Melina (V);267
Melinda (V);355
Melis (V);132
Melisa (V);784
Melissa (V);11363
Mellanie (V);319
Mellany (V);103
Melle (V);102
Mellisa (V);48
Mellissa (V);113
Melloney (V);43
Melody (V);389
Meltem (V);329
Mendy (V);372
Menekşe (V);33
Menke (V);48
Menna (V);35
Menthe (V);47
Meral (V);215
Mercedes (V);167
Mercy (V);34
Meredith (V);129
Merel (V);8833
Meri (V);37
Meriam (V);157
Merian (V);31
Meriem (V);117
Merijn (V);117
Merit (V);142
Merith (V);88
Merle (V);1462
Merlijn (V);224
Merlijne (V);40
Merlin (V);210
Merlyn (V);43
Merve (V);1560
Meryam (V);283
Meryem (V);1165
Meryl (V);48
Meta (V);134
Metje (V);149
Mette (V);833
Mex (V);53
Mexx (V);37
Meyke (V);86
Mia (V);189
Micaela (V);34
Micha (V);66
Michaela (V);219
Michal (V);60
Michaëla (V);200
Michela (V);29
Michele (V);40
Micheline (V);39
Michella (V);240
Michelle (V);13344
Michou (V);44
Michèle (V);366
Michèlle (V);302
Michéle (V);36
Michélle (V);53
Mickey (V);112
Micky (V);180
Mieke (V);1423
Mientje (V);32
Mies (V);83
Mignon (V);129
Mihriban (V);119
Mijke (V);402
Mijntje (V);252
Mijs (V);57
Mika (V);129
Mikayla (V);33
Miki (V);47
Mikki (V);221
Mila (V);1710
Milan (V);77
Milana (V);52
Milena (V);246
Milenka (V);50
Milica (V);42
Milika (V);42
Milka (V);30
Milla (V);90
Mille (V);32
Millie (V);31
Milly (V);74
Miloe (V);45
Milou (V);4507
Milouda (V);57
Milène (V);53
Mimi (V);98
Mimouna (V);58
Mimount (V);52
Min (V);33
Mina (V);469
Mindy (V);141
Mine (V);129
Ming (V);51
Minka (V);62
Minke (V);1039
Minne (V);56
Minoesch (V);40
Minou (V);242
Minouche (V);43
Minouk (V);68
Mira (V);356
Miranda (V);3480
Miray (V);83
Mireille (V);828
Mirela (V);85
Mirella (V);409
Mirelle (V);110
Miriam (V);1679
Mirian (V);36
Mirja (V);40
Mirjam (V);3590
Mirjan (V);61
Mirjana (V);44
Mirle (V);36
Mirna (V);230
Mirne (V);31
Miron (V);32
Mirre (V);375
Mirte (V);1550
Mirthe (V);2036
Miryam (V);206
Mirza (V);28
Mischa (V);184
Misha (V);155
Misja (V);30
Misty (V);58
Mitra (V);30
Mitzi (V);54
Mitzy (V);46
Mo (V);73
Moana (V);32
Mohini (V);31
Moira (V);117
Molly (V);40
Mona (V);159
Monica (V);1382
Moniek (V);1715
Monika (V);248
Monique (V);4041
Monisha (V);61
Monja (V);41
Montana (V);61
Moon (V);62
Morena (V);132
Morgan (V);127
Morsal (V);47
Moska (V);35
Mouna (V);174
Mounia (V);238
Moësha (V);29
Moïse (V);82
Mukaddes (V);46
Muna (V);203
Munira (V);29
Muriel (V);119
Muriël (V);338
Muriëlle (V);43
My (V);60
Myke (V);53
Myla (V);67
Mylene (V);42
Mylou (V);82
Mylène (V);534
Myra (V);325
Myriam (V);231
Myrle (V);29
Myrna (V);642
Myrne (V);30
Myron (V);82
Myrte (V);471
Myrthe (V);5159
Mèlanie (V);92
Mélanie (V);135
Müberra (V);81
Müge (V);32
Münevver (V);52
Müzeyyen (V);34
Nabila (V);391
Naciye (V);59
Nada (V);563
Nadeche (V);99
Nadi (V);36
Nadia (V);3803
Nadiah (V);32
Nadie (V);101
Nadieh (V);401
Nadien (V);41
Nadin (V);33
Nadina (V);37
Nadine (V);3428
Nadira (V);106
Nadiya (V);31
Nadja (V);446
Naduah (V);28
Nady (V);31
Nadya (V);107
Nadège (V);27
Nafisa (V);54
Nagihan (V);70
Nahid (V);83
Naila (V);34
Naima (V);619
Naime (V);29
Najat (V);504
Najia (V);85
Najiha (V);44
Najima (V);108
Najla (V);120
Najlae (V);77
Najma (V);108
Najoua (V);289
Najwa (V);30
Nakita (V);28
Nalini (V);76
Nalinie (V);27
Nan (V);31
Nana (V);180
Nancy (V);2207
Nanda (V);647
Nandi (V);92
Nandini (V);40
Nandy (V);44
Nanet (V);59
Nanette (V);170
Nanine (V);33
Nanja (V);53
Nanke (V);34
Nanna (V);111
Nanne (V);221
Nanneke (V);44
Nannette (V);27
Nanny (V);28
Nanou (V);34
Nanouk (V);130
Naomi (V);10358
Naomie (V);183
Naomy (V);157
Naoual (V);799
Naouar (V);34
Narges (V);38
Nargis (V);37
Nariman (V);29
Narin (V);45
Narjiss (V);92
Nasima (V);46
Nasira (V);36
Nasra (V);83
Nassima (V);105
Nassira (V);379
Natacha (V);63
Natali (V);38
Natalia (V);338
Natalie (V);837
Natalija (V);36
Natalja (V);116
Nataly (V);37
Natalya (V);44
Natanja (V);43
Natascha (V);2010
Natasha (V);651
Natasja (V);2670
Nataša (V);43
Nathalia (V);120
Nathalie (V);6369
Nathalja (V);59
Nathaly (V);135
Nathanja (V);49
Nathasja (V);181
Nawal (V);315
Nayomi (V);27
Naz (V);28
Nazan (V);48
Nazanin (V);35
Nazar (V);43
Nazha (V);44
Nazia (V);51
Nazife (V);55
Naziha (V);142
Nazik (V);29
Nazli (V);136
Nazlı (V);35
Nazmiye (V);63
Naära (V);30
Naïma (V);144
Naómi (V);29
Naömi (V);82
Nebahat (V);34
Necla (V);60
Neda (V);63
Neelam (V);55
Neele (V);62
Neelke (V);32
Neeltje (V);2066
Nefise (V);50
Neha (V);46
Nejla (V);55
Nele (V);90
Nelie (V);35
Neline (V);76
Nella (V);37
Nelleke (V);511
Nellie (V);132
Nelly (V);195
Nena (V);575
Neomi (V);68
Nerena (V);40
Nergiz (V);46
Neriman (V);40
Nerissa (V);83
Nermin (V);92
Nesibe (V);64
Neslihan (V);403
Nesrin (V);160
Nesrine (V);289
Neva (V);33
Nevin (V);50
Nevra (V);27
Nezha (V);63
Neşe (V);56
Ngoc (V);121
Niamh (V);78
Nica (V);110
Nicci (V);36
Nickey (V);57
Nicki (V);67
Nicky (V);2303
Nicol (V);153
Nicola (V);169
Nicole (V);7411
Nicolet (V);92
Nicoletta (V);43
Nicolette (V);561
Nicolien (V);301
Nicoliene (V);28
Nicolina (V);86
Nicoline (V);395
Nicolle (V);273
Nida (V);101
Nieke (V);217
Niene (V);68
Nienke (V);7936
Niesje (V);130
Nieske (V);86
Nihad (V);162
Nihal (V);174
Nika (V);380
Nike (V);32
Nikee (V);53
Niki (V);528
Nikie (V);92
Nikita (V);2294
Nikki (V);5725
Nikkie (V);298
Nikky (V);351
Nikola (V);28
Nikolina (V);38
Niké (V);105
Nikée (V);42
Nila (V);49
Nilab (V);30
Nilay (V);90
Nilgün (V);34
Nilofar (V);29
Niloufar (V);31
Nilüfer (V);40
Nima (V);38
Nimet (V);84
Nimo (V);51
Nina (V);8248
Ninah (V);40
Nine (V);354
Nini (V);45
Ninja (V);51
Ninke (V);128
Ninon (V);47
Ninthe (V);84
Niobe (V);30
Nirvana (V);28
Nisa (V);292
Nisanur (V);77
Nisha (V);115
Nisrin (V);78
Nisrine (V);455
Nissrine (V);77
Nita (V);36
Noa (V);4745
Noah (V);597
Noelia (V);37
Noelle (V);33
Noemi (V);42
Noer (V);45
Noha (V);36
Nola (V);54
Nomi (V);169
Nona (V);132
Noor (V);1858
Noortje (V);2246
Nora (V);1902
Norah (V);448
Noralie (V);49
Noraly (V);158
Nore (V);30
Noreen (V);77
Nori (V);52
Norine (V);34
Norma (V);50
Noufissa (V);27
Nouhaila (V);67
Nouhaïla (V);109
Nouk (V);49
Noumidia (V);27
Nour (V);230
Noura (V);448
Noureddine (V);28
Nouria (V);47
Nouschka (V);52
Nova (V);696
Noé (V);30
Noémi (V);107
Noémie (V);43
Noë (V);39
Noël (V);160
Noëll (V);38
Noëlla (V);198
Noëlle (V);1361
Noëmi (V);124
Noëmie (V);29
Nur (V);213
Nura (V);49
Nuran (V);66
Nuray (V);180
Nurcan (V);130
Nurdan (V);59
Nurgül (V);72
Nurhan (V);52
Nuria (V);100
Nuriye (V);84
Nursel (V);35
Nurten (V);66
Nyah (V);41
Nydia (V);44
Nyncke (V);46
Nynke (V);2667
Oda (V);54
Odessa (V);69
Odette (V);224
Odile (V);118
Odilia (V);56
Olga (V);546
Olivia (V);755
Omaima (V);51
Omaira (V);42
Omayma (V);51
Omayra (V);39
Oona (V);30
Oriana (V);34
Orla (V);27
Ornella (V);51
Ouafa (V);207
Ouafaa (V);34
Ouafae (V);125
Ouahiba (V);67
Ouarda (V);262
Ouardia (V);31
Ouassila (V);37
Ouassima (V);216
Ouiam (V);237
Ouidad (V);53
Ouissal (V);78
Ouissam (V);107
Oumaima (V);989
Oumayma (V);40
Oumaïma (V);88
Oumnia (V);72
Oussama (V);32
Ozlem (V);59
Paige (V);44
Pakize (V);40
Paloma (V);73
Pam (V);424
Pamela (V);874
Paola (V);250
Parel (V);35
Paris (V);67
Parisa (V);55
Pascal (V);184
Pascale (V);329
Pascalle (V);798
Pasquale (V);36
Patrice (V);36
Patricia (V);4610
Patrycja (V);38
Patty (V);1098
Paula (V);1580
Paulette (V);81
Paulien (V);1226
Pauliene (V);28
Paulina (V);569
Pauline (V);2026
Pearl (V);129
Pebbles (V);50
Peggy (V);489
Pei (V);44
Pelin (V);137
Penelope (V);31
Penny (V);56
Pepita (V);31
Perihan (V);54
Perla (V);71
Pernilla (V);55
Pernille (V);93
Peterke (V);30
Peternella (V);45
Petertje (V);62
Petra (V);2503
Petri (V);46
Petronella (V);2770
Phaedra (V);77
Phebe (V);89
Phileine (V);102
Philine (V);208
Philippa (V);92
Philippina (V);32
Philippine (V);130
Philomena (V);34
Phoebe (V);267
Phuong (V);49
Phylicia (V);122
Phyllis (V);69
Pia (V);205
Pieke (V);36
Pien (V);2088
Pieta (V);63
Pieterdina (V);30
Pieterke (V);39
Pieternel (V);89
Pieternella (V);1255
Pietertje (V);246
Pietje (V);122
Pietronella (V);64
Pietsje (V);46
Pilar (V);45
Pim (V);66
Pinar (V);424
Pip (V);198
Pippa (V);117
Pippi (V);66
Pleun (V);1280
Pleuni (V);224
Pleunie (V);105
Pleuntje (V);120
Polly (V);27
Pomme (V);34
Pooja (V);128
Poonam (V);36
Precilla (V);60
Precious (V);130
Prescilla (V);90
Pricilla (V);159
Princess (V);30
Prisca (V);107
Priscella (V);35
Priscilla (V);5251
Priscillia (V);42
Prisilla (V);29
Priya (V);277
Priyanka (V);55
Prya (V);30
Puck (V);2455
Pui (V);85
Puja (V);27
Puk (V);321
Purdey (V);50
Purdy (V);43
Pytsje (V);38
Pınar (V);54
Queenie (V);33
Queeny (V);70
Querine (V);39
Quincey (V);30
Quincy (V);540
Quinn (V);44
Quinta (V);150
Quinte (V);41
Quinty (V);1940
Quirien (V);47
Quirina (V);84
Quirine (V);450
Rabab (V);101
Rabia (V);878
Rabiaa (V);28
Rabiya (V);86
Rabiye (V);99
Racha (V);30
Rachael (V);76
Rachel (V);4150
Rachell (V);47
Rachella (V);246
Rachelle (V);1425
Rachida (V);701
Rachèl (V);222
Rachèlle (V);30
Rachél (V);37
Radha (V);46
Radhika (V);28
Radia (V);96
Rafaela (V);47
Rafaella (V);39
Rafaëla (V);51
Rafaëlla (V);57
Raffaella (V);37
Rafika (V);55
Rafke (V);75
Ragini (V);30
Ragna (V);87
Rahel (V);46
Rahima (V);62
Rahime (V);72
Rahma (V);174
Raihana (V);30
Raisa (V);309
Raisha (V);31
Raissa (V);35
Raiza (V);49
Raja (V);28
Rajaa (V);33
Rajae (V);153
Rajni (V);27
Rajshri (V);33
Ramla (V);47
Ramona (V);1473
Rana (V);434
Randa (V);91
Randi (V);37
Randy (V);80
Rani (V);111
Rania (V);402
Ranya (V);63
Raquel (V);419
Rasha (V);47
Rashida (V);80
Rashmi (V);30
Ratna (V);71
Raveena (V);112
Raven (V);96
Ravenna (V);69
Ravza (V);29
Rawan (V);45
Raya (V);66
Rayan (V);28
Rayna (V);29
Rayshree (V);32
Razia (V);84
Raziye (V);109
Raïsa (V);52
Raïssa (V);72
Rebeca (V);28
Rebecca (V);3488
Rebekka (V);330
Reem (V);36
Reena (V);50
Regina (V);679
Regine (V);61
Reina (V);326
Reinate (V);36
Reineke (V);28
Reini (V);36
Reinie (V);34
Reintje (V);136
Relinde (V);61
Remi (V);46
Remke (V);78
Remy (V);72
Remziye (V);50
Rena (V);42
Renata (V);196
Renate (V);2354
Renee (V);1054
Reneé (V);82
Rensje (V);31
Renske (V);3890
Renu (V);28
Renuka (V);62
René (V);31
Renée (V);3278
Resa (V);109
Reshma (V);105
Resi (V);62
Resy (V);32
Reyhan (V);224
Reza (V);116
Rhea (V);86
Rhianne (V);29
Rhiannon (V);58
Rhodé (V);246
Rhona (V);71
Rhonda (V);42
Ria (V);152
Rian (V);368
Riana (V);33
Rianca (V);38
Rianda (V);42
Rianka (V);54
Rianna (V);72
Rianne (V);5737
Richella (V);196
Richelle (V);789
Richtje (V);44
Ricky (V);63
Rieke (V);55
Riekje (V);33
Riemke (V);80
Riemkje (V);28
Rieneke (V);115
Rienke (V);39
Rifka (V);53
Rigtje (V);29
Rihab (V);63
Riham (V);73
Rijkje (V);66
Rika (V);135
Rikje (V);31
Rikke (V);34
Rikst (V);65
Rilana (V);318
Riley (V);28
Rim (V);57
Rima (V);58
Rimke (V);78
Rina (V);165
Rineke (V);51
Rinke (V);90
Rinske (V);608
Rinskje (V);41
Rishma (V);52
Rita (V);209
Riva (V);55
Rivka (V);158
Rixt (V);474
Riëlle (V);96
Riëtte (V);48
Rkia (V);42
Roan (V);42
Roanne (V);90
Robbin (V);250
Roberta (V);77
Robi (V);30
Robin (V);5707
Robina (V);109
Robine (V);372
Roby (V);84
Robyn (V);344
Rochella (V);92
Rochelle (V);501
Roelfien (V);44
Roelfina (V);83
Roelie (V);234
Roelien (V);145
Roelina (V);70
Roelinda (V);28
Roeline (V);57
Roelofje (V);261
Rohini (V);41
Rojda (V);54
Rojin (V);92
Rolanda (V);29
Rolien (V);60
Rolina (V);28
Rolinda (V);42
Rolinde (V);28
Roline (V);40
Rolinka (V);27
Roma (V);119
Romaisa (V);79
Romaisae (V);39
Romaissa (V);255
Romaissae (V);30
Romana (V);730
Romany (V);54
Romay (V);34
Romaysa (V);52
Romee (V);490
Romeé (V);29
Romi (V);207
Romie (V);38
Romilda (V);27
Romina (V);268
Romkje (V);38
Rommy (V);46
Romy (V);9441
Romé (V);35
Romée (V);737
Rona (V);120
Ronja (V);247
Rony (V);27
Roos (V);5809
Roos-Anne (V);49
Roos-Marijn (V);32
Roosje (V);238
Roosmarie (V);60
Roosmarijn (V);690
Rory (V);34
Rosa (V);3545
Rosali (V);38
Rosalia (V);98
Rosalie (V);3300
Rosalien (V);116
Rosalin (V);60
Rosalina (V);92
Rosalinda (V);133
Rosalinde (V);326
Rosaline (V);142
Rosaly (V);100
Rosalyn (V);98
Rosalynn (V);43
Rosan (V);658
Rosana (V);40
Rosanna (V);500
Rosanne (V);2916
Rose (V);379
Roseanne (V);67
Roselie (V);48
Roselien (V);45
Roselinde (V);92
Roseline (V);56
Rosella (V);86
Roselyn (V);29
Rosemarie (V);320
Rosemarije (V);28
Rosemarijn (V);250
Rosemary (V);70
Roshni (V);161
Roshnie (V);68
Rosie (V);143
Rosina (V);113
Rosita (V);401
Roswitha (V);138
Roumaissa (V);28
Rowan (V);880
Rowana (V);71
Rowanne (V);55
Rowen (V);79
Rowena (V);1272
Rowenna (V);50
Rowi (V);30
Rowie (V);237
Rowina (V);46
Rowy (V);66
Roxan (V);129
Roxana (V);195
Roxane (V);225
Roxanna (V);249
Roxanne (V);2339
Roxy (V);353
Roya (V);47
Roza (V);245
Rozan (V);83
Rozanne (V);166
Rozemarie (V);28
Rozemarijn (V);1090
Rozerin (V);42
Rozina (V);29
Roëlle (V);46
Rubi (V);31
Rubina (V);44
Ruby (V);1263
Ruchama (V);33
Rudy (V);48
Rukiye (V);322
Rumeysa (V);159
Runa (V);32
Ruth (V);1359
Ruveyda (V);50
Ryan (V);40
Ryanne (V);444
Rylana (V);60
Róbin (V);35
Rümeysa (V);245
Rüveyda (V);116
Rüya (V);48
S (V);28
Saadet (V);54
Saadia (V);100
Saakje (V);84
Saapke (V);29
Saar (V);215
Saartje (V);100
Saba (V);81
Sabah (V);266
Sabien (V);200
Sabiha (V);84
Sabina (V);730
Sabine (V);5133
Sabira (V);49
Sabria (V);30
Sabrien (V);27
Sabrin (V);104
Sabrina (V);3325
Sabrine (V);454
Sabriye (V);36
Sacha (V);1120
Sadaf (V);103
Sade (V);85
Sadhana (V);70
Sadia (V);81
Sadie (V);51
Sadé (V);66
Safa (V);105
Safaa (V);56
Safae (V);525
Saffira (V);133
Safia (V);225
Safiera (V);46
Safina (V);27
Safira (V);119
Safiya (V);77
Safiye (V);104
Sagal (V);91
Sahar (V);232
Sahila (V);32
Sahra (V);152
Saida (V);526
Saima (V);34
Saira (V);61
Sakina (V);226
Sakine (V);37
Saliha (V);313
Salima (V);616
Salina (V);215
Sally (V);233
Salma (V);1052
Salome (V);54
Salomé (V);139
Saloua (V);647
Salsabil (V);31
Salwa (V);145
Sam (V);2045
Samah (V);50
Samanta (V);172
Samantha (V);8092
Samar (V);105
Samara (V);162
Samentha (V);64
Samia (V);329
Samiha (V);78
Samina (V);39
Samira (V);2413
Samirah (V);76
Sammie (V);112
Sammy (V);331
Sammy-Jo (V);94
Samora (V);31
Samra (V);132
Samsam (V);28
Samya (V);157
Samyra (V);35
Sana (V);595
Sanaa (V);171
Sanae (V);591
Sanaz (V);45
Sanderijn (V);34
Sandhia (V);57
Sandhya (V);63
Sandia (V);31
Sandra (V);5886
Sandrina (V);62
Sandrine (V);99
Sandy (V);883
Sanela (V);53
Sangeeta (V);88
Sania (V);40
Saniye (V);62
Sanja (V);118
Sanjana (V);101
Sanna (V);455
Sannah (V);132
Sanne (V);22339
Sanneke (V);196
Sanny (V);58
Santana (V);103
Santusha (V);56
Sanya (V);27
Saphira (V);126
Sapna (V);38
Sara (V);5657
Sarafina (V);30
Sarah (V);7517
Sarah-Jane (V);27
Sarai (V);75
Saranda (V);32
Sare (V);32
Sarella (V);35
Sarena (V);59
Sari (V);153
Sarie (V);34
Sarina (V);608
Sarinah (V);36
Sarissa (V);139
Sarita (V);86
Saritha (V);35
Saron (V);29
Sarra (V);61
Sascha (V);1215
Sasha (V);209
Sasja (V);243
Saskia (V);5191
Savana (V);29
Savanna (V);151
Savannah (V);771
Savanne (V);47
Savine (V);41
Saya (V);41
Sayenna (V);27
Sayenne (V);31
Saïda (V);108
Scarlet (V);48
Scarlett (V);139
Sebahat (V);33
Seda (V);442
Sedanur (V);45
Sedef (V);120
Seema (V);40
Sefa (V);35
Sefanja (V);77
Seher (V);360
Sela (V);57
Selcan (V);116
Selda (V);182
Selen (V);100
Selena (V);640
Selenay (V);43
Selene (V);49
Selin (V);549
Selina (V);1342
Selinay (V);70
Selinde (V);37
Seline (V);262
Selma (V);1281
Selvi (V);50
Sem (V);415
Sema (V);417
Semanur (V);131
Semiha (V);87
Semira (V);29
Semmy (V);73
Semra (V);301
Sena (V);170
Senanur (V);36
Senay (V);37
Senem (V);125
Senna (V);1856
Sennah (V);57
Senne (V);306
Senta (V);44
Sera (V);118
Serah (V);40
Seraja (V);28
Serana (V);35
Serap (V);245
Seray (V);58
Seraya (V);28
Seren (V);84
Serena (V);1236
Serife (V);103
Serina (V);147
Serpil (V);158
Serra (V);116
Seval (V);84
Sevcan (V);46
Sevda (V);291
Sevde (V);90
Sevgi (V);258
Sevil (V);65
Sevilay (V);107
Sevim (V);149
Sevinç (V);51
Seyda (V);41
Seyhan (V);29
Seyma (V);85
Sezen (V);76
Seçil (V);38
Shabana (V);39
Shabnam (V);84
Shadé (V);47
Shahd (V);34
Shahira (V);31
Shaila (V);29
Shaima (V);56
Shaina (V);33
Shaira (V);29
Shakira (V);253
Shalina (V);90
Shalini (V);191
Shalinie (V);44
Shamara (V);29
Shamira (V);76
Shan (V);38
Shana (V);199
Shanaya (V);116
Shane (V);31
Shania (V);478
Shanice (V);579
Shaniqua (V);64
Shanita (V);40
Shanna (V);1054
Shannah (V);104
Shanne (V);46
Shannen (V);459
Shannon (V);1765
Shanon (V);90
Shanti (V);219
Shantie (V);29
Shanty (V);50
Shanya (V);44
Shara (V);35
Sharda (V);45
Shardé (V);27
Shareen (V);60
Sharella (V);49
Sharelle (V);28
Sharen (V);36
Sharena (V);56
Shari (V);223
Sharida (V);68
Sharifa (V);102
Sharin (V);28
Sharina (V);304
Sharinda (V);29
Sharine (V);35
Sharissa (V);164
Sharita (V);144
Sharleen (V);45
Sharlene (V);41
Sharmaine (V);118
Sharmayne (V);33
Sharmila (V);92
Sharon (V);8176
Sharona (V);1521
Sharonna (V);30
Sharonne (V);51
Sharony (V);51
Sharron (V);54
Shauna (V);64
Shauni (V);187
Shauny (V);76
Shawnee (V);37
Shawny (V);44
Shaya (V);41
Shayenna (V);45
Shayenne (V);106
Shayla (V);31
Shayna (V);44
Shazia (V);48
Sheena (V);106
Sheetal (V);75
Sheila (V);650
Shelby (V);112
Shelina (V);33
Shelley (V);450
Shelly (V);299
Shemara (V);45
Shenna (V);157
Sheranie (V);41
